Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
i;cooley_tukey.cpp;83;4.609236478805542;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.1042990684509277;0-7;Double bit-flip
size;cooley_tukey.cpp;53;6.0633673667907715;0-7;Double bit-flip
size;cooley_tukey.cpp;53;5.104288339614868;0-7;Double bit-flip
i;cooley_tukey.cpp;83;4.799847602844238;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.517455577850342;0-7;Double bit-flip
size;cooley_tukey.cpp;53;6.703955411911011;0-7;Double bit-flip
size;cooley_tukey.cpp;53;4.904375076293945;0-7;Double bit-flip
i;cooley_tukey.cpp;83;5.5203211307525635;0-7;Double bit-flip
i;cooley_tukey.cpp;83;7.289791822433472;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.0340793132781982;0-7;Double bit-flip
size;cooley_tukey.cpp;53;5.814253330230713;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.539794921875;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.0809967517852783;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;6.900381803512573;0-7;Double bit-flip
n;cooley_tukey.cpp;28;3.8167660236358643;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.5627496242523193;0-7;Double bit-flip
size;cooley_tukey.cpp;53;4.3874242305755615;0-7;Double bit-flip
matrix;cooley_tukey.cpp;66;5.937736988067627;0-7;Double bit-flip
n;cooley_tukey.cpp;28;0.9522533416748047;0-7;Double bit-flip
i;cooley_tukey.cpp;83;6.101709842681885;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;3.606609344482422;0-7;Double bit-flip
size;cooley_tukey.cpp;53;5.876271724700928;0-7;Double bit-flip
i;cooley_tukey.cpp;83;7.3033528327941895;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.658703088760376;0-7;Double bit-flip
size;cooley_tukey.cpp;53;4.765998363494873;0-7;Double bit-flip
size;cooley_tukey.cpp;53;5.934797286987305;0-7;Double bit-flip
size;cooley_tukey.cpp;53;6.2984278202056885;0-7;Double bit-flip
odds;cooley_tukey.cpp;39;4.001899003982544;0-7;Double bit-flip
i;cooley_tukey.cpp;83;4.606986045837402;0-7;Double bit-flip
size;cooley_tukey.cpp;53;4.433719635009766;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.830707311630249;0-7;Double bit-flip
__y;/usr/include/c++/6/complex;386;3.7295737266540527;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.9680306911468506;0-7;Double bit-flip
odds;cooley_tukey.cpp;39;2.5679900646209717;0-7;Double bit-flip
n;cooley_tukey.cpp;28;2.337315320968628;0-7;Double bit-flip
matrix;cooley_tukey.cpp;28;2.442072868347168;0-7;Double bit-flip
n;cooley_tukey.cpp;28;3.4476158618927;0-7;Double bit-flip
i;cooley_tukey.cpp;83;5.949890613555908;0-7;Double bit-flip
twiddle;cooley_tukey.cpp;40;0.8443899154663086;0-7;Double bit-flip
i;cooley_tukey.cpp;83;4.03385066986084;0-7;Double bit-flip
size;cooley_tukey.cpp;53;5.410885810852051;0-7;Double bit-flip
n;cooley_tukey.cpp;28;1.8983237743377686;0-7;Double bit-flip
