bitflips:;4010
SDCs:;1395
Crashes:;212
Simultaneous SDCs and Crashes:;0

FaultModels SDCs:
FaultModel ;#SDCs; percentage
Single bit-flip;1395;100.0

FaultModels Crashes:
FaultModel ;#Crashes; percentage
Single bit-flip;212;15.197132616487455

Variables that caused SDCs:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
100.0;1;1;SiginfoType;../Modules/signalmodule.c;949
100.0;1;1;builtin_len__doc__;../Python/clinic/bltinmodule.c.h;433
100.0;1;1;_Py_maketrans__doc__;../Objects/bytes_methods.c;358
100.0;1;1;signal_setitimer__doc__;../Modules/clinic/signalmodule.c.h;165
100.0;1;1;stringio_getset;../Modules/_io/stringio.c;1032
100.0;1;1;PyId_sort;../Python/bltinmodule.c;44
100.0;1;1;cs;../sysdeps/ieee754/dbl-64/s_sin.c;468
25.0;4;1;__r;/usr/include/c++/5/complex;388
4.761904761904762;21;1;__pointer_chk_guard_local;rtld.c;96
100.0;1;1;_return_value;/build/python3.5-cPdKow/python3.5-3.5.2/Modules/clinic/cmathmodule.c.h;350
100.0;1;1;min_doc;../Python/bltinmodule.c;1585
100.0;1;1;orig_argc;../Modules/main.c;37
100.0;1;1;builtin_hex__doc__;../Python/clinic/bltinmodule.c.h;421
100.0;1;1;defcount;../Python/ceval.c;3792
100.0;1;1;module_doc;../Modules/signalmodule.c;1145
100.0;1;1;IntHandler;../Modules/signalmodule.c;120
100.0;1;1;Import_fields;../Python/Python-ast.c;153

Variables that caused Crash:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
10.69767441860465;645;69;matrix;cooley_tukey.c;25
10.720268006700168;597;64;n;cooley_tukey.c;25
53.84615384615385;26;14;_dl_skip_args;rtld.c;84
35.0;20;7;user_entry;../elf/dl-sysdep.c;89
100.0;6;6;first_instr;../Python/ceval.c;821
20.0;30;6;argv;cooley_tukey.c;46
16.129032258064516;31;5;n;cooley_tukey.cpp;28
100.0;4;4;names;../Python/ceval.c;822
0.6172839506172839;648;4;i;cooley_tukey.c;32
100.0;3;3;consts;../Python/ceval.c;823
14.285714285714285;21;3;_rtld_local_ro;rtld.c;202
75.0;4;3;co;../Python/ceval.c;810
12.0;25;3;matrix;cooley_tukey.c;76
66.66666666666666;3;2;sp;../Python/ceval.c;3230
9.090909090909092;22;2;input;cooley_tukey.c;54
6.451612903225806;31;2;size;cooley_tukey.c;59
100.0;1;1;r;../Objects/complexobject.c;907
14.285714285714285;7;1;heap;cooley_tukey.c;8
12.5;8;1;n;cooley_tukey.c;6
10.0;10;1;_rtld_global;rtld.c;140
6.666666666666667;15;1;n;iogetdelim.c;40
3.571428571428571;28;1;position;cooley_tukey.c;60
16.666666666666664;6;1;freevars;../Python/ceval.c;807
7.142857142857142;14;1;_dl_argv;rtld.c;86
100.0;1;1;f;../Python/ceval.c;4779
3.571428571428571;28;1;line;cooley_tukey.c;55
16.666666666666664;6;1;matrix;cooley_tukey.c;6
3.0303030303030303;33;1;matrix;cooley_tukey.cpp;28
50.0;2;1;_PyMem;../Objects/obmalloc.c;177
3.571428571428571;28;1;__GI__dl_argv;rtld.c;83
7.142857142857142;14;1;_rtld_global_ro;rtld.c;168
